input_shapes,input_contiguous,contiguous,output_shape,dtype,Name,meta,module_path,linear_weight_trainable,lora_rank,_input_nodes,users
"[[2, 8, 1024, 64], [1]]","[True, True]",True,"(16, 1024, 64)",torch.float32,view_5,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['contiguous_2', 'mul_5']",[bmm]
"[[2, 8, 1024, 64], [1]]","[True, True]",True,"(16, 1024, 64)",torch.float32,view_6,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['contiguous', 'mul_5']","[size_7, transpose_3]"
"[[2, 8, 1024, 64], [1]]","[True, True]",True,"(16, 1024, 64)",torch.float32,view_7,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['contiguous_1', 'mul_5']",[bmm_1]
"[[16, 1024, 64]]",[True],True,"(1,)",,size_7,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['view_6'],"[ne, ne_1, view_8, view_9]"
"[[16, 1024, 64]]",[True],False,"(16, 64, 1024)",torch.float32,transpose_3,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['view_6'],[bmm]
"[[16, 1024, 64], [16, 64, 1024]]","[True, False]",True,"(16, 1024, 1024)",torch.float32,bmm,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['view_5', 'transpose_3']","[size_8, view_8]"
"[[16, 1024, 1024]]",[True],True,"(1,)",,size_8,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['bmm'],[ne]
[[1]],[True],True,"(1,)",,mul_6,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['getitem_11'],[ne]
"[[1], [1], [1], [1]]","[True, True, True, True]",True,"(1,)",,ne,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['size_8', 'mul_6', 'getitem_12', 'size_7']",[]
"[[2, 1, 1024, 1024]]",[True],True,"(1,)",,size_9,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['masked_fill_1'],[ne_1]
"[[1], [1], [1], [1]]","[True, True, True, True]",True,"(1,)",,ne_1,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['size_9', 'getitem_11', 'getitem_12', 'size_7']",[]
"[[16, 1024, 1024], [1], [1], [1]]","[True, True, True, True]",True,"(2, 8, 1024, 1024)",torch.float32,view_8,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['bmm', 'getitem_11', 'getitem_12', 'size_7']",[add_9]
"[[2, 8, 1024, 1024], [2, 1, 1024, 1024]]","[True, True]",True,"(2, 8, 1024, 1024)",torch.float32,add_9,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['view_8', 'masked_fill_1']","[getattr_14, getattr_16, max_1]"
"[[2, 8, 1024, 1024]]",[True],True,"(1,)",,getattr_14,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['add_9'],[finfo_3]
[[1]],[True],True,"(1,)",,finfo_3,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['getattr_14'],[getattr_15]
[[1]],[True],True,"(1,)",,getattr_15,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['finfo_3'],[tensor]
"[[2, 8, 1024, 1024]]",[True],True,"(1,)",,getattr_16,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['add_9'],[tensor]
"[[1], [1]]","[True, True]",True,"(1,)",torch.float32,tensor,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['getattr_15', 'getattr_16']",[max_1]
"[[2, 8, 1024, 1024], [1]]","[True, True]",True,"(2, 8, 1024, 1024)",torch.float32,max_1,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['add_9', 'tensor']",[view_9]
[[1]],[True],True,"(1,)",,mul_7,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['getitem_11'],[view_9]
"[[2, 8, 1024, 1024], [1], [1], [1]]","[True, True, True, True]",True,"(16, 1024, 1024)",torch.float32,view_9,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['max_1', 'mul_7', 'getitem_12', 'size_7']","[getattr_17, softmax]"
"[[16, 1024, 1024]]",[True],True,"(1,)",,getattr_17,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['view_9'],[eq]
[[1]],[True],True,"(1,)",,eq,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['getattr_17'],[]
"[[16, 1024, 1024]]",[True],True,"(16, 1024, 1024)",torch.float32,softmax,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['view_9'],[dropout]
"[[16, 1024, 1024]]",[True],True,"(16, 1024, 1024)",torch.float32,dropout,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['softmax'],[bmm_1]
"[[16, 1024, 1024], [16, 1024, 64]]","[True, True]",True,"(16, 1024, 64)",torch.float32,bmm_1,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['dropout', 'view_7']","[size_10, view_10]"
"[[16, 1024, 64]]",[True],True,"(1,)",,size_10,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['bmm_1'],[ne_2]
[[1]],[True],True,"(1,)",,mul_8,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['getitem_11'],[ne_2]
"[[1], [1], [1]]","[True, True, True]",True,"(1,)",,ne_2,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['size_10', 'mul_8', 'getitem_12']",[]
"[[16, 1024, 64], [1], [1]]","[True, True, True]",True,"(2, 8, 1024, 64)",torch.float32,view_10,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['bmm_1', 'getitem_11', 'getitem_12']",[transpose_4]
"[[2, 8, 1024, 64]]",[True],False,"(2, 1024, 8, 64)",torch.float32,transpose_4,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,['view_10'],[reshape]
"[[2, 1024, 8, 64], [1], [1]]","[False, True, True]",True,"(2, 1024, 512)",torch.float32,reshape,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>)})}",model.decoder.layers.0.self_attn,True,0,"['transpose_4', 'getitem_11', 'getitem_12']",[model_decoder_layers_0_self_attn_out_proj]
"[[2, 1024, 512]]",[True],True,"(2, 1024, 512)",torch.float32,model_decoder_layers_0_self_attn_out_proj,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.self_attn': ('model.decoder.layers.0.self_attn', <class 'transformers.models.opt.modeling_opt.OPTAttention'>), 'model.decoder.layers.0.self_attn.out_proj': ('model.decoder.layers.0.self_attn.out_proj', <class 'torch.nn.modules.linear.Linear'>)})}",model.decoder.layers.0.self_attn.out_proj,False,0,['reshape'],[dropout_1]
"[[2, 1024, 512]]",[True],True,"(2, 1024, 512)",torch.float32,dropout_1,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>)})}",model.decoder.layers.0,True,0,['model_decoder_layers_0_self_attn_out_proj'],[add_10]
"[[2, 1024, 512], [2, 1024, 512]]","[True, True]",True,"(2, 1024, 512)",torch.float32,add_10,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>)})}",model.decoder.layers.0,True,0,"['add_5', 'dropout_1']","[size_11, size_12, reshape_1]"
"[[2, 1024, 512]]",[True],True,"(1,)",,size_11,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>)})}",model.decoder.layers.0,True,0,['add_10'],[view_11]
"[[2, 1024, 512]]",[True],True,"(1,)",,size_12,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>)})}",model.decoder.layers.0,True,0,['add_10'],[reshape_1]
"[[2, 1024, 512], [1]]","[True, True]",True,"(2048, 512)",torch.float32,reshape_1,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>)})}",model.decoder.layers.0,True,0,"['add_10', 'size_12']","[model_decoder_layers_0_final_layer_norm, add_11]"
"[[2048, 512]]",[True],True,"(2048, 512)",torch.float32,model_decoder_layers_0_final_layer_norm,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.final_layer_norm': ('model.decoder.layers.0.final_layer_norm', <class 'torch.nn.modules.normalization.LayerNorm'>)})}",model.decoder.layers.0.final_layer_norm,False,0,['reshape_1'],[model_decoder_layers_0_fc1]
"[[2048, 512]]",[True],True,"(2048, 2048)",torch.float32,model_decoder_layers_0_fc1,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.fc1': ('model.decoder.layers.0.fc1', <class 'torch.nn.modules.linear.Linear'>)})}",model.decoder.layers.0.fc1,False,0,['model_decoder_layers_0_final_layer_norm'],[model_decoder_layers_0_activation_fn]
"[[2048, 2048]]",[True],True,"(2048, 2048)",torch.float32,model_decoder_layers_0_activation_fn,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.activation_fn': ('model.decoder.layers.0.activation_fn', <class 'torch.nn.modules.activation.ReLU'>)})}",model.decoder.layers.0.activation_fn,True,0,['model_decoder_layers_0_fc1'],[model_decoder_layers_0_fc2]
"[[2048, 2048]]",[True],True,"(2048, 512)",torch.float32,model_decoder_layers_0_fc2,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>), 'model.decoder.layers.0.fc2': ('model.decoder.layers.0.fc2', <class 'torch.nn.modules.linear.Linear'>)})}",model.decoder.layers.0.fc2,False,0,['model_decoder_layers_0_activation_fn'],[dropout_2]
"[[2048, 512]]",[True],True,"(2048, 512)",torch.float32,dropout_2,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>)})}",model.decoder.layers.0,True,0,['model_decoder_layers_0_fc2'],[add_11]
"[[2048, 512], [2048, 512]]","[True, True]",True,"(2048, 512)",torch.float32,add_11,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>)})}",model.decoder.layers.0,True,0,"['reshape_1', 'dropout_2']",[view_11]
"[[2048, 512], [1]]","[True, True]",True,"(2, 1024, 512)",torch.float32,view_11,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.layers.0': ('model.decoder.layers.0', <class 'transformers.models.opt.modeling_opt.OPTDecoderLayer'>)})}",model.decoder.layers.0,True,0,"['add_11', 'size_11']",[model_decoder_final_layer_norm]
"[[2, 1024, 512]]",[True],True,"(2, 1024, 512)",torch.float32,model_decoder_final_layer_norm,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.final_layer_norm': ('model.decoder.final_layer_norm', <class 'torch.nn.modules.normalization.LayerNorm'>)})}",model.decoder.final_layer_norm,False,0,['view_11'],[model_decoder_project_out]
"[[2, 1024, 512]]",[True],True,"(2, 1024, 2048)",torch.float32,model_decoder_project_out,"{'nn_module_stack': OrderedDict({'model.decoder': ('model.decoder', <class 'transformers.models.opt.modeling_opt.OPTDecoder'>), 'model.decoder.project_out': ('model.decoder.project_out', <class 'torch.nn.modules.linear.Linear'>)})}",model.decoder.project_out,False,0,['model_decoder_final_layer_norm'],[lm_head]
"[[2, 1024, 2048]]",[True],True,"(2, 1024, 50272)",torch.float32,lm_head,"{'nn_module_stack': OrderedDict({'lm_head': ('lm_head', <class 'torch.nn.modules.linear.Linear'>)})}",lm_head,False,0,['model_decoder_project_out'],[contiguous_3]
"[[2, 1024, 50272]]",[True],True,"(2, 1024, 50272)",torch.float32,contiguous_3,{},,True,0,['lm_head'],[output]
"[[2, 1024, 50272], [2, 8, 1024, 64], [2, 8, 1024, 64]]","[True, True, True]",True,"(2, 1024, 50272)",torch.float32,output,{},,True,0,"['contiguous_3', 'contiguous', 'contiguous_1']",[]
